event_id,event_date,year,event_type,actor_1,actor_2,country,fatalities,location,latitude,longitude,notes,closest_border_km,closest_border_temple_km,y_km,x_km,grid_x,grid_y,grid_id,days_since_last_event_in_area,total_events_in_area,total_fatalities_in_area,events_last_30_days_in_area,events_last_90_days_in_area,tempo_risk,border_risk,temple_risk
51.0,2026-09-13,2025,Protest,???,???,thailand,0,Sa Kaeo Province,13.6722,102.2824,,13.800287752069737,270.7291674629057,1520.279276069736,11051.009679177265,11050.0,1520.0,11050.0_1520.0,365.0,4,7,0.0,0.0,0.00273224043715847,0.06756625389666195,0.003680134927497292
39.0,2026-11-08,2025,Skirmish,???,???,thailand,1,Sa Kaeo Province,13.6722,102.2824,,13.800287752069737,270.7291674629057,1520.279276069736,11051.009679177265,11050.0,1520.0,11050.0_1520.0,56.0,4,7,0.0,0.0,0.017543859649122806,0.06756625389666195,0.003680134927497292
40.0,2026-12-06,2025,Skirmish,???,???,thailand,1,Sa Kaeo Province,13.6722,102.2824,,13.800287752069737,270.7291674629057,1520.279276069736,11051.009679177265,11050.0,1520.0,11050.0_1520.0,28.0,4,7,-1.0,-1.0,0.034482758620689655,0.06756625389666195,0.003680134927497292
22.0,2026-12-20,2025,Battle,Royal Thai Armed Forces,Royal Cambodian Armed Forces,thailand,5,Sa Kaeo Province,13.6722,102.2824,,13.800287752069737,270.7291674629057,1520.279276069736,11051.009679177265,11050.0,1520.0,11050.0_1520.0,14.0,4,7,0.0,0.0,0.06666666666666667,0.06756625389666195,0.003680134927497292
7.0,2026-12-13,2025,Airstrike,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Nong Ya Kaeo,13.716667,102.65,RTAF airstriking an ammunition depot belonging to RCAF across the border,1.6929398775150972,231.46607073812143,1525.2237808728394,11088.629500349167,11080.0,1520.0,11080.0_1520.0,365.0,1,0,0.0,0.0,0.00273224043715847,0.37134137614789503,0.004301703026273128
11.0,2026-09-16,2025,Protest,Cambodian Civilians,Royal Thai Armed Forces,cambodia,0,Ban Nong Chan,13.608333,102.624167,Cambodian civilians dismantling razor wire set up by Thai Military to deter movement at the border,0.1276705154968781,238.28204841589903,1513.177589689728,11090.935291655413,11090.0,1510.0,11090.0_1510.0,365.0,1,0,0.0,0.0,0.00273224043715847,0.8867838488792771,0.0041791685026947275
1.0,2026-09-17,2025,Protest,Royal Thai Police,Cambodian Civilians,thailand,0,Sa Kaeo Province,13.766667,102.7,Protest dispersed by use of force by Thai police,1.0995834418823982,224.56878783905654,1530.7835272050675,11091.663412769898,11090.0,1530.0,11090.0_1530.0,365.0,4,1,0.0,0.0,0.00273224043715847,0.4762849525539419,0.004433237459756625
54.0,2026-11-12,2025,Battle,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,1,Prey Chan village in Banteay Meanchey,13.8051112,102.7347864,"Cambodian civilian killed, debate over which country shot first",0.5412197166621833,219.6823294587235,1535.0583272039762,11093.59384602095,11090.0,1530.0,11090.0_1530.0,56.0,4,1,1.0,1.0,0.017543859649122806,0.6488367551939306,0.004531400418206299
20.0,2026-12-09,2025,Battle,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Sa Kaeo Province,13.80855,102.74963,RTAF recaptures area previously held by RCAF in Cambodian territory.,1.5960021052650166,218.038662790889,1535.4407043177216,11095.033052510888,11090.0,1530.0,11090.0_1530.0,27.0,4,1,0.0,0.0,0.03571428571428571,0.38520769993671233,0.004565404058162446
21.0,2026-12-09,2025,Airstrike,Royal Cambodian Armed Forces,Royal Thai Armed Forces,thailand,0,Sa Kaeo Province,13.83639,102.75856,Drone strike by RTAF against RCAF ,0.9391272933122704,216.20458416295506,1538.536371075506,11094.670872510043,11090.0,1530.0,11090.0_1530.0,0.0,4,1,0.0,0.0,1.0,0.5156959027129547,0.004603954395593061
8.0,2026-12-10,2025,Battle,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Boeung Trakoun,13.983333,102.85,Thai troops attacking across the border to prevent infiltration by Cambodian Military.,0.3957250045181882,202.4421560353625,1554.8756871814373,11097.492654079568,11090.0,1550.0,11090.0_1550.0,365.0,1,0,1.0,1.0,0.00273224043715847,0.716473515028274,0.004915402095061257
43.0,2026-07-26,2025,Battle,???,???,thailand,0,Trat,12.2032,102.4208,,31.078215920797778,344.8705669439236,1356.933928828879,11131.335906807286,11130.0,1350.0,11130.0_1350.0,365.0,3,0,1.0,1.0,0.00273224043715847,0.031173803507933067,0.0028912549825673116
44.0,2026-12-06,2025,Airstrike,???,???,thailand,0,Trat,12.2032,102.4208,,31.078215920797778,344.8705669439236,1356.933928828879,11131.335906807286,11130.0,1350.0,11130.0_1350.0,133.0,3,0,0.0,0.0,0.007462686567164179,0.031173803507933067,0.0028912549825673116
45.0,2026-12-06,2025,Battle,???,???,thailand,0,Trat,12.2032,102.4208,,31.078215920797778,344.8705669439236,1356.933928828879,11131.335906807286,11130.0,1350.0,11130.0_1350.0,0.0,3,0,0.0,0.0,1.0,0.031173803507933067,0.0028912549825673116
25.0,2026-07-19,2025,Civilian Movement,???,Cambodian Civilians,cambodia,0,Banteay Meanchey,13.7998,103.0782,,30.13681959691166,184.84815349911662,1534.4677487095817,11130.930103188328,11130.0,1530.0,11130.0_1530.0,365.0,4,0,0.0,0.0,0.00273224043715847,0.032116318010179376,0.0053807368067541935
36.0,2026-12-13,2025,Battle,???,???,cambodia,0,Banteay Meanchey,13.7998,103.0782,,30.13681959691166,184.84815349911662,1534.4677487095817,11130.930103188328,11130.0,1530.0,11130.0_1530.0,147.0,4,0,0.0,0.0,0.006756756756756757,0.032116318010179376,0.0053807368067541935
37.0,2026-12-13,2025,Artillery Strike,???,???,cambodia,0,Banteay Meanchey,13.7998,103.0782,,30.13681959691166,184.84815349911662,1534.4677487095817,11130.930103188328,11130.0,1530.0,11130.0_1530.0,0.0,4,0,0.0,0.0,1.0,0.032116318010179376,0.0053807368067541935
38.0,2026-12-20,2025,Artillery Strike,???,???,cambodia,0,Banteay Meanchey,13.7998,103.0782,,30.13681959691166,184.84815349911662,1534.4677487095817,11130.930103188328,11130.0,1530.0,11130.0_1530.0,7.0,4,0,0.0,1.0,0.125,0.032116318010179376,0.0053807368067541935
10.0,2026-12-10,2025,Airstrike,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Surin Province,14.316667,103.333333,RTAF carrying out an airstrike against RCAF munitions storage area,3.8089148673535904,145.3329913578403,1591.9407368595748,11133.302681134615,11130.0,1590.0,11130.0_1590.0,365.0,1,0,0.0,0.0,0.00273224043715847,0.20794712062563778,0.0068337289542220615
3.0,2026-07-24,2025,Military Offensive,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Samraong,14.366667,103.583333,Series of airstrikes by RTAF against RCAF forces across the border,5.005092204073085,118.18618540219045,1597.500483191803,11157.74834746078,11150.0,1590.0,11150.0_1590.0,365.0,2,0,0.0,1.0,0.00273224043715847,0.16652533650053336,0.008390234125083608
18.0,2026-07-27,2025,Artillery Strike,Royal Thai Armed Forces,Cambodian Civilians,cambodia,0,Samraong,14.3667,103.5833,"RTA shelled Cambodian territory, targeting civilian and religious infrastructure",5.004500409727672,118.1896476969753,1597.5041526243822,11157.743146743602,11150.0,1590.0,11150.0_1590.0,3.0,2,0,0.0,1.0,0.25,0.1665417489821362,0.008389990400360729
19.0,2026-12-13,2025,Airstrike,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Pothisat Province,12.18531,102.74998,RTAF destroyed a bridge used by the RCAF to bring in reinforcements at the Trat border region area,4.203825861551497,322.1212772734677,1354.944651591208,11167.865506368344,11160.0,1350.0,11160.0_1350.0,365.0,2,0,1.0,2.0,0.00273224043715847,0.19216630736791307,0.003094813218238391
12.0,2026-12-20,2025,Battle,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Trat,12.15785,102.728192,Thai Marines cross the border and capture a Cambodian Military post,1.9626673793524059,325.9820894712364,1351.8912389055483,11166.651639683116,11160.0,1350.0,11160.0_1350.0,7.0,2,0,0.0,0.0,0.125,0.33753367217975877,0.003058271483973641
48.0,2026-07-26,2025,Airstrike,???,???,cambodia,0,Oddar Meanchey,14.1607,103.7809,,21.34109876124818,100.23503287366376,1574.597997735603,11189.250735484957,11180.0,1570.0,11180.0_1570.0,365.0,4,0,0.0,0.0,0.00273224043715847,0.04476055590133073,0.00987800341061725
32.0,2026-07-27,2025,Skirmish,Royal Cambodian Armed Forces,Royal Thai Armed Forces,cambodia,0,Oddar Meanchey,14.1607,103.7809,,21.34109876124818,100.23503287366376,1574.597997735603,11189.250735484957,11180.0,1570.0,11180.0_1570.0,1.0,4,0,1.0,1.0,0.5,0.04476055590133073,0.00987800341061725
33.0,2026-12-06,2025,Artillery Strike,???,???,cambodia,0,Oddar Meanchey,14.1607,103.7809,,21.34109876124818,100.23503287366376,1574.597997735603,11189.250735484957,11180.0,1570.0,11180.0_1570.0,132.0,4,0,1.0,1.0,0.007518796992481203,0.04476055590133073,0.00987800341061725
49.0,2026-12-06,2025,Airstrike,???,???,cambodia,0,Oddar Meanchey,14.1607,103.7809,,21.34109876124818,100.23503287366376,1574.597997735603,11189.250735484957,11180.0,1570.0,11180.0_1570.0,0.0,4,0,0.0,0.0,1.0,0.04476055590133073,0.00987800341061725
9.0,2026-12-19,2025,Skirmish,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Koh Kong,11.366667,102.75,Thai Navy opening fire on suspected Cambodian drones,36.06348228770486,396.01876939285535,1263.9157032581265,11201.183295540826,11200.0,1260.0,11200.0_1260.0,365.0,1,0,0.0,0.0,0.00273224043715847,0.026980735167772725,0.0025187726049558296
15.0,2026-07-28,2025,Skirmish,Royal Cambodian Armed Forces,Royal Thai Armed Forces,thailand,0,Chong Bok,14.333333,104.2,"RTAF reporting ceasefire violation by RCAF, RCAF reported to have fired on RTAF troops stationed on a hill after ceasefire",3.794420111447035,52.128235589269835,1593.793911507033,11225.844932334174,11220.0,1590.0,11220.0_1590.0,365.0,1,0,1.0,2.0,0.00273224043715847,0.2085757978556,0.018822383030577573
58.0,2026-08-09,2025,Skirmish,Royal Cambodian Armed Forces,Royal Thai Armed Forces,thailand,0,Si Sa Ket,14.8004777,104.4712,Thai soldier injured after stepping on landmine placed by Cambodian troops,46.0082494174948,50.827866845011926,1645.7380321559274,11231.241018608593,11230.0,1640.0,11230.0_1640.0,365.0,1,0,0.0,1.0,0.00273224043715847,0.021272861942138937,0.01929463936824641
53.0,2026-02-24,2026,Skirmish,Royal Cambodian Armed Forces,Thai Border Patrol Police,thailand,0,Phlan Hin Paet Kon in Kantharalak District,14.5709624,104.6985189,Cambodian troops fire 1 grenade launcher round at a Thai patrol who returned fire with small arms and 2 grenade launcher rounds,15.51155658078181,20.151076020533814,1620.2170952086235,11267.501897751461,11260.0,1620.0,11260.0_1620.0,365.0,2,0,2.0,3.0,0.00273224043715847,0.060563641901813396,0.04727891853015816
59.0,2026-12-07,2025,Skirmish,Royal Cambodian Armed Forces,Royal Thai Armed Forces,thailand,0,Phu Pha Lek-Phlan Hin Paet Kon in Sisaket Province,14.5709624,104.6985189,"Cambodia fired on Thai patrol troops, who then returned fire",15.51155658078181,20.151076020533814,1620.2170952086235,11267.501897751461,11260.0,1620.0,11260.0_1620.0,286.0,2,0,0.0,0.0,0.003484320557491289,0.060563641901813396,0.04727891853015816
,2026-05-28,2025,Skirmish,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,1,Preah Vihear Province,14.3833,104.6667,Thai soldiers attacked Cambodian troops who had been on a routine border patrol,1.4471492202094902,1.6746972185439748,1599.3499884066816,11273.607240140502,11270.0,1590.0,11270.0_1590.0,365.0,3,1,0.0,0.0,0.00273224043715847,0.40863875064978433,0.373874094258927
2.0,2026-07-24,2025,Troop Movement,Royal Cambodian Armed Forces,,cambodia,0,Angkrong,14.366667,104.7,RCAF preparing artillery against RTAF,3.4460135376181955,3.4036294557030895,1597.500483191803,11278.033040114124,11270.0,1590.0,11270.0_1590.0,57.0,3,1,0.0,0.0,0.017241379310344827,0.22492059269250825,0.22708540990089698
14.0,2026-07-25,2025,Airstrike,Royal Thai Armed Forces,Royal Cambodian Armed Forces,cambodia,0,Preah Vihear,14.383333,104.666667,RTAF airstriking Cambodian firebases along the Preah Vihear border area,1.446098575303853,1.676034744433301,1599.353657839261,11273.602020587039,11270.0,1590.0,11270.0_1590.0,1.0,3,1,0.0,0.0,0.5,0.4088142686055817,0.3736872258778419
4.0,2026-12-09,2025,Civilian Movement,Cambodian Civilians,,cambodia,0,Preah Vihear,14.383333,104.666667,Cambodian civilians flee after heavy fighting between RTAF and RCAF,1.446098575303853,1.676034744433301,1599.353657839261,11273.602020587039,11270.0,1590.0,11270.0_1590.0,137.0,3,1,0.0,0.0,0.007246376811594203,0.4088142686055817,0.3736872258778419
5.0,2026-07-23,2025,Artillery Strike,Royal Cambodian Armed Forces,Thai Civilians,thailand,7,Si Sa Ket Province,14.45,104.716667,"7 dead, 14 injured as a result of Cambodian BM-21 rocket strike",2.0447254702244453,7.678810252764386,1606.7666900138736,11275.614324111768,11270.0,1600.0,11270.0_1600.0,365.0,3,7,1.0,1.0,0.00273224043715847,0.32843683602327667,0.11522316664101266
52.0,2026-09-23,2025,Skirmish,Royal Cambodian Armed Forces,Royal Thai Armed Forces,thailand,0,Pa Man Base in Sao Thong Chai Subdistrict,14.4493453,104.7253577,"Cambodian soldiers fired at a Thai defensive perimeter at the border, with the intent to provoke",2.3077755507603843,8.13723863769816,1606.6938906953994,11276.58331883594,11270.0,1600.0,11270.0_1600.0,62.0,3,7,0.0,0.0,0.015873015873015872,0.30231797310737185,0.10944225489243856
6.0,2026-12-09,2025,Artillery Strike,Royal Cambodian Armed Forces,Thai Border Patrol Police,thailand,0,Preah Vihear,14.4,104.666667,5 injuries reported after kamikaze drone and BM-21 artillery strike on Border Patrol Base,0.19817951079332824,1.8023572354550716,1601.206943681646,11272.760547556454,11270.0,1600.0,11270.0_1600.0,77.0,3,7,0.0,0.0,0.01282051282051282,0.8345994827919305,0.3568424422654348
57.0,2026-09-27,2025,Skirmish,Royal Thai Armed Forces,Royal Cambodian Armed Forces,thailand,0,Chong Ahn Ma,14.387997,104.950144,Thai sources reported gunfire at Chong Ahn Ma; Cambodia alleged Thai mortars/rifles fired toward An Ses,0.7321624871587518,29.065445371019713,1599.8722709771314,11303.899192769624,11300.0,1590.0,11300.0_1590.0,365.0,1,0,1.0,2.0,0.00273224043715847,0.5773130450598141,0.03326077454232249
13.0,2026-12-08,2025,Artillery Strike,Royal Cambodian Armed Forces,Royal Thai Armed Forces,cambodia,0,Choam Ksant,14.216667,104.933333,Cambodian Military firing MLRS acorss the border,10.012121390534249,33.42702779174027,1580.8212441951189,11310.70785713712,11310.0,1580.0,11310.0_1580.0,365.0,1,0,1.0,1.0,0.00273224043715847,0.09080902439556975,0.02904694550018401
16.0,2026-05-28,2025,Skirmish,Royal Cambodian Armed Forces,Royal Thai Armed Forces,thailand,1,Chong Bok,14.3438805,105.2,Thai and Cambodian forces exchanged gunfire in disputed border area resulting in death of Cambodian soldier,0.11491090563364706,56.22120945206583,1594.9667399958164,11333.045271765699,11330.0,1590.0,11330.0_1590.0,365.0,1,1,2.0,2.0,0.00273224043715847,0.896932656185349,0.017476037461908234
